OBJECTID,NAME,CLASS,POP,INCORPDATE,ANCSA,Labels,Locator,Community_,GlobalID,created_us,created_da,last_edite,last_edi_1,Story_Map_
"129",Cordova,Home Rule City,"2467","1909",N,Cordova,S-6,"Cordova, S-6",ff78a5d8-5476-43be-abee-5f7eb97f62ce,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"130",Valdez,Home Rule City,"4184","1901",N,Valdez,R-6,"Valdez, R-6",8e05098d-7153-4d27-9443-bc3dbb71ab03,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"131",Tatitlek,Unincorporated,"99","0",Y,Tatitlek,R-6,"Tatitlek, R-6",dcb0e36f-51d3-48b9-8638-e8946fa726b9,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"132",Seldovia,First Class City,"414","1945",Y,Seldovia,P-7,"Seldovia, P-7",2f523250-1d20-4d3d-85bd-7a188a008f4b,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"133",Port Graham,Unincorporated,"186","0",Y,Port Graham,P-7,"Port Graham, P-7",37300c0b-e3fd-48a7-a432-07119d9e5e3a,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"134",Anchor Point,Unincorporated,"866","0",N,Anchor Point,P-7,"Anchor Point, P-7",e44618cc-5044-463e-9092-e27dade56065,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"135",Homer,First Class City,"4126","1964",N,Homer,P-7,"Homer, P-7",0b648abd-4685-4d41-8efc-7173984b7e3a,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"136",Ninilchik,Unincorporated,"655","0",Y,Ninilchik,P-6,"Ninilchik, P-6",fab6ec9e-7327-4e9c-9b45-9ca8eb3e70a2,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"137",Kenai,Home Rule City,"6971","1960",N,Kenai,P-6,"Kenai, P-6",7ff6476b-faf0-4f77-a1d2-f4ea18eb2555,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"138",Soldotna,Home Rule City,"4092","1967",N,Soldotna,P-6,"Soldotna, P-6",dcec9fc1-2947-4007-bbf7-1f993f51aef8,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"139",Whittier,Second Class City,"289","1969",N,Whittier,Q-6,"Whittier, Q-6",f029f443-c17c-42cb-aad6-1658b35d4697,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"140",Hope,Unincorporated,"152","0",N,Hope,Q-6,"Hope, Q-6",209bfdc4-5c17-4c52-aa7f-7c72ea463e44,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"141",Tyonek,Unincorporated,"151","0",Y,Tyonek,P-6,"Tyonek, P-6",6e8f91cd-c77a-436e-acea-e28e1f6c14cd,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"142",Talkeetna,Unincorporated,"347","0",N,Talkeetna,P-5,"Talkeetna, P-5",b626c9f0-ff37-4ca1-89d9-8eaf60663535,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"143",Healy,Unincorporated,"603","0",N,Healy,Q-5,"Healy, Q-5",c3c25ca6-804e-4d1e-a263-a70fb0a7e2c3,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"144",Tanacross,Unincorporated,"85","0",Y,Tanacross,T-5,"Tanacross, T-5",60c92add-b918-4075-aa67-1a7f7e3de700,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"145",Northway,Unincorporated,"119","0",Y,Northway,U-5,"Northway, U-5",d9cdce3f-48d0-4da4-8402-7a28818a3ebf,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"146",Tok,Unincorporated,"1216","0",N,Tok,T-5,"Tok, T-5",4ec0d761-deff-4830-8991-66b7947d77e0,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"147",Chicken,Unincorporated,"17","0",N,Chicken,U-4,"Chicken, U-4",3a008475-623e-4f5f-8261-dd428db4f5c3,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"148",Delta Junction,Second Class City,"855","1960",N,Delta Junction,S-4,"Delta Junction, S-4",9fbdcbfa-8c0a-4e75-9164-f6bfb7f393f2,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"149",Eagle,Second Class City,"165","1901",N,Eagle,U-4,"Eagle, U-4",f04923ae-5486-4dd1-ba90-8c846299b7ef,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"150",Eagle Village,Unincorporated,"34","0",Y,Eagle Village,U-4,"Eagle Village, U-4",dc99d582-d4a6-48ea-adcc-f3b32f146de5,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"151",Circle Hot Springs,Unincorporated,"32","0",N,Circle Hot Springs,S-4,"Circle Hot Springs, S-4",f7a7fd71-2787-4c9e-90fe-a9d99dd36365,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"152",Chena Hot Springs,Unincorporated,"0","0",N,Chena Hot Springs,R-4,"Chena Hot Springs, R-4",0c0cf4b6-9b57-4c54-9a60-cd38fba185ce,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"153",Fairbanks,Home Rule City,"31850","1903",N,Fairbanks,R-4,"Fairbanks, R-4",363bd87a-ae41-4187-94fd-0d60b52ac4c6,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"154",North Pole,Home Rule City,"1631","1953",N,North Pole,R-4,"North Pole, R-4",a48a4ecb-f568-4aa4-b675-5426fce3c8d1,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"155",Livengood,Unincorporated,"0","0",N,Livengood,Q-4,"Livengood, Q-4",fbf7ef2f-36fb-4592-a637-e6ae4262b9e8,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
"156",Lake Minchumina,Unincorporated,"45","0",N,Lake Minchumina,O-5,"Lake Minchumina, O-5",b2b022af-b0f0-47f6-a58f-70e4ecb9892b,gplumley,2018-04-25T17:36:08.220Z,gplumley,2018-04-25T17:36:08.220Z,
